,TEMP,DEWP,SLP,VISIB,WDSP,MXSPD,MAX,MIN,Label_Rain
5716,74.0,67.3,1017.5,5.2,4.1,10.1,84.0,66.0,0
5717,75.9,67.7,1015.2,8.1,7.4,13.0,88.0,66.9,0
5718,78.8,67.7,1014.1,10.7,9.6,17.1,90.0,69.1,0
5719,77.8,66.1,1014.1,10.4,8.6,14.0,88.0,64.9,0
5720,67.6,64.8,1015.5,8.2,5.6,11.1,84.0,61.0,1
5721,66.5,61.5,1022.0,9.0,2.7,6.0,75.9,60.1,0
5722,65.3,59.8,1021.1,9.2,1.5,7.0,75.0,57.0,0
5723,66.8,60.3,1016.2,9.8,1.9,8.0,80.1,55.0,0
5724,70.2,67.2,1011.5,4.7,5.1,12.0,79.0,64.0,1
5725,72.8,68.2,1007.4,9.8,7.5,14.0,87.1,64.0,1
5726,77.1,72.8,1011.9,10.7,3.3,10.1,84.9,69.1,0
5727,71.8,65.0,1017.5,10.1,5.9,10.1,82.0,64.0,0
5728,66.7,56.8,1021.4,11.0,5.8,14.0,75.9,55.0,0
5729,60.5,52.9,1023.7,11.1,1.8,6.0,72.0,48.9,0
5730,65.3,55.8,1022.8,11.1,3.4,10.1,80.1,54.0,0
5731,67.0,61.3,1021.2,8.7,4.5,20.0,78.1,57.9,1
5732,66.7,61.6,1019.1,6.7,3.1,10.1,82.0,55.9,0
5733,68.7,64.1,1013.0,9.9,6.4,13.0,77.0,60.1,0
5734,73.5,61.8,1007.7,10.9,10.1,15.0,87.1,66.9,0
5735,70.6,65.2,1010.7,10.0,5.6,8.9,81.0,64.0,0
5736,65.2,62.6,1014.0,8.9,4.3,10.1,71.1,61.0,0
5737,63.6,56.3,1020.1,10.9,4.2,10.1,73.0,55.9,0
5738,61.2,51.8,1024.3,11.2,5.3,11.1,66.9,57.9,1
5739,59.8,50.5,1025.2,11.1,5.5,10.1,72.0,51.1,0
5740,61.6,52.0,1021.5,10.4,6.5,14.0,75.9,52.0,0
5741,64.9,57.1,1017.1,9.3,7.5,14.0,80.1,55.0,0
5742,68.8,63.7,1012.0,7.5,8.1,12.0,77.0,64.9,0
5743,58.8,49.8,1016.2,10.5,6.5,17.1,66.9,48.0,0
5744,55.6,45.2,1015.0,10.9,6.0,13.0,73.9,42.1,0
5745,64.1,54.0,1010.2,10.9,4.4,11.1,72.0,55.0,1
5746,63.4,55.0,1012.7,10.0,2.6,12.0,82.9,48.9,0
5747,64.6,54.4,1016.1,10.9,3.3,10.1,81.0,52.0,0
5748,62.8,50.6,1020.7,10.9,6.7,20.0,73.0,52.0,1
5749,67.4,57.5,1013.3,10.2,6.7,15.0,79.0,59.0,0
5750,68.9,52.1,1011.2,10.7,5.9,14.0,88.0,57.0,0
5751,71.3,55.4,1001.5,9.6,6.9,15.0,82.9,62.1,1
5752,60.5,47.6,1005.2,9.8,3.9,8.9,75.9,45.0,0
5753,70.5,51.1,1003.0,10.9,11.5,20.0,90.0,59.0,0
5754,75.5,56.4,1008.1,10.9,12.9,22.0,87.1,66.0,0
5755,55.5,49.3,1012.9,9.5,7.9,13.0,81.0,46.9,1
5756,50.4,37.8,1017.7,9.6,5.2,20.0,69.1,36.0,0
5757,54.4,34.3,1015.6,10.9,7.6,20.0,68.0,42.1,0
5758,52.0,33.8,1019.0,10.9,3.3,12.0,66.9,37.9,0
5759,65.5,41.0,1005.4,11.0,10.7,18.1,79.0,57.9,0
5760,58.2,36.2,1004.5,10.4,4.3,17.1,75.0,48.9,1
5761,49.7,41.5,1011.1,10.1,4.7,13.0,59.0,41.0,1
5762,44.3,38.5,1017.5,6.8,14.1,18.1,53.1,41.0,1
5763,38.9,33.5,1021.4,9.2,13.2,15.0,42.1,36.0,1
5764,36.5,28.6,1026.3,10.9,4.0,10.1,48.9,28.0,0
5765,42.1,36.7,1015.2,8.8,3.2,10.1,46.0,37.9,1
5766,38.9,31.4,1018.7,10.5,11.5,18.1,46.0,32.0,1
5767,37.3,26.4,1023.7,10.9,2.0,8.9,54.0,26.1,0
5768,47.9,39.2,1020.2,9.4,3.1,8.9,51.1,46.0,0
5769,54.8,52.9,1013.5,3.8,3.8,6.0,66.9,48.9,1
5770,54.5,45.1,1013.8,10.4,7.9,17.1,63.0,45.0,1
5771,51.1,36.8,1016.7,11.0,6.0,22.0,68.0,37.0,0
5772,42.5,26.9,1024.6,11.0,6.2,14.0,60.1,33.1,0
5773,41.6,26.1,1029.0,10.9,7.5,12.0,53.1,35.1,0
5774,46.9,34.9,1026.1,9.7,6.7,8.9,55.9,43.0,1
5775,50.6,37.6,1021.7,10.3,2.3,6.0,63.0,43.0,0
5776,42.0,26.8,1027.0,10.8,12.1,15.9,57.0,37.0,0
5777,33.0,17.0,1031.6,10.9,5.1,10.1,44.1,23.0,0
5778,33.1,19.5,1029.4,9.8,2.8,10.1,46.9,21.9,0
5779,42.6,26.0,1023.4,10.4,7.8,11.1,46.0,39.0,1
5780,43.0,37.3,1020.1,5.2,6.4,10.1,46.0,41.0,1
5781,42.1,36.4,1013.7,3.3,6.9,10.1,45.0,39.0,1
5782,40.0,32.3,1013.3,8.8,8.2,12.0,45.0,36.0,0
5783,40.7,31.9,1018.2,8.9,5.7,12.0,44.1,39.0,1
5784,37.3,30.3,1019.0,8.2,5.8,10.1,39.9,35.1,1
5785,40.0,28.6,1018.4,10.3,5.0,14.0,53.1,30.0,0
5786,44.7,33.2,1011.6,10.9,2.7,8.0,68.0,33.1,0
5787,51.6,38.8,1007.9,11.0,2.7,7.0,66.9,39.9,0
5788,51.0,40.1,1011.3,9.2,0.6,6.0,68.0,37.9,0
5789,53.7,42.8,1013.9,8.1,2.0,8.0,66.0,45.0,0
5790,52.9,42.7,1015.2,7.4,1.5,5.1,62.1,43.0,0
5791,50.0,40.6,1012.6,9.7,1.9,8.0,63.0,43.0,1
5792,44.3,34.9,1010.7,10.9,3.6,13.0,55.9,35.1,1
5793,40.3,29.5,1012.8,10.4,3.1,10.1,50.0,30.9,0
5794,34.0,19.0,1013.4,10.0,10.9,26.0,44.1,25.0,1
5795,21.8,7.7,1016.6,9.3,15.1,20.0,30.0,16.0,1
5796,30.2,13.2,1009.7,10.9,6.2,18.1,48.0,19.0,0
5797,41.4,25.0,1006.9,10.9,6.9,15.9,59.0,32.0,0
5798,43.5,32.6,1005.1,7.1,6.5,12.0,57.0,33.1,1
5799,26.8,12.6,1021.2,9.3,14.3,18.1,32.0,21.9,1
5800,26.0,8.2,1028.1,10.9,6.6,14.0,46.9,15.1,0
5801,31.8,8.7,1027.2,10.9,5.3,8.0,39.9,24.1,0
5802,34.5,22.3,1019.7,10.3,2.1,8.9,54.0,24.1,0
5803,42.5,28.2,1011.2,9.9,2.1,10.1,48.9,35.1,0
5804,37.8,26.4,1023.7,10.3,4.1,8.9,53.1,25.0,0
5805,41.4,25.2,1025.0,10.8,4.7,15.9,60.1,28.0,0
5806,41.2,22.0,1029.3,10.9,5.5,12.0,53.1,28.0,0
5807,37.9,17.8,1026.5,10.9,5.7,20.0,50.0,27.0,0
5808,30.0,17.8,1034.2,10.2,8.9,20.0,34.0,27.0,0
5809,27.5,15.6,1027.8,10.5,3.6,8.0,46.0,18.0,0
5810,31.6,13.6,1027.9,10.9,4.7,8.0,41.0,19.9,0
5811,38.6,17.7,1021.3,10.9,2.8,8.9,59.0,27.0,0
5812,38.6,20.6,1019.6,10.3,1.6,5.1,54.0,26.1,0
5813,40.7,19.0,1020.5,10.9,4.8,14.0,53.1,30.0,0
5814,34.5,13.6,1019.8,10.7,7.3,12.0,45.0,25.0,0
5815,27.4,15.1,1024.4,10.7,4.9,8.9,36.0,17.1,0
5816,32.9,19.2,1018.9,10.2,8.6,11.1,36.0,30.9,1
5817,31.5,27.8,1014.8,2.7,2.1,8.0,34.0,30.0,1
5818,27.3,22.3,1010.0,8.5,7.9,12.0,32.0,16.0,1
5819,20.1,12.2,1012.6,10.8,8.0,13.0,28.9,12.0,1
5820,22.1,17.1,1012.6,8.2,2.6,7.0,30.9,12.9,1
5821,23.1,17.8,1013.9,6.3,5.6,12.0,30.0,16.0,0
5822,18.3,12.2,1018.4,5.7,3.9,8.9,25.0,12.0,1
5823,18.9,12.5,1021.8,3.8,2.5,10.1,33.1,8.1,0
5824,29.9,21.6,1016.5,10.7,2.0,8.0,43.0,21.0,0
5825,31.3,22.6,1020.5,10.9,3.1,8.0,39.9,21.9,0
5826,22.3,11.2,1025.6,10.1,6.8,17.1,36.0,14.0,0
5827,22.1,12.7,1027.2,8.2,2.1,6.0,32.0,17.1,0
5828,26.0,22.5,1025.7,1.1,4.0,10.1,30.9,17.1,1
5829,31.4,26.4,1022.6,6.9,6.2,12.0,35.1,27.0,1
5830,25.4,18.6,1029.3,10.5,4.5,12.0,30.9,23.0,1
5831,21.0,14.2,1024.4,10.5,6.2,13.0,28.0,16.0,1
5832,28.0,21.8,1011.4,7.1,9.0,15.9,32.0,26.1,1
5833,22.9,18.1,1009.1,6.5,7.8,19.0,27.0,17.1,1
5834,20.1,14.5,1008.6,5.3,7.7,14.0,25.0,15.1,1
5835,20.5,15.0,1016.3,7.7,4.6,10.1,28.9,14.0,1
5836,23.4,17.0,1015.8,6.0,3.0,12.0,37.9,9.0,0
5837,17.0,10.5,1019.2,9.9,2.0,8.0,28.9,8.1,0
5838,19.8,12.8,1016.2,6.1,9.6,15.9,23.0,17.1,1
5839,19.8,14.7,1016.8,3.7,8.1,15.0,26.1,10.0,1
5840,16.6,10.5,1026.6,5.7,7.8,11.1,19.9,15.1,1
5841,12.6,7.9,1022.0,4.2,3.4,7.0,15.1,9.0,1
5842,8.3,3.7,1020.4,3.1,2.3,5.1,17.1,3.9,1
5843,11.7,1.1,1022.0,13.6,4.6,11.8,20.1,5.2,0
5844,27.0,19.4,1008.4,11.5,10.3,14.0,33.1,21.2,1
5845,13.9,5.5,1015.1,10.8,5.6,11.8,21.2,9.1,0
5846,14.0,3.4,1014.5,9.2,6.4,14.0,18.1,8.2,1
5847,19.7,10.5,1009.7,13.2,5.1,16.9,26.2,13.1,0
5848,11.8,-1.3,1018.0,13.7,10.0,12.8,16.2,9.1,0
5849,6.4,-8.6,1033.7,15.7,6.1,14.0,14.2,-0.8,0
5850,13.1,1.7,1028.1,17.0,1.4,7.0,22.1,7.2,0
5851,9.2,-3.9,1029.5,13.5,10.4,19.8,20.1,1.2,1
5852,-7.7,-22.7,1042.9,9.9,17.2,26.8,8.2,-15.9,0
5853,0.0,-16.1,1031.6,19.9,8.2,15.0,9.1,-5.8,0
5854,10.7,0.8,1023.0,11.5,4.2,8.9,12.2,9.1,1
5855,1.6,-8.7,1021.7,15.6,5.1,8.0,11.1,-4.9,1
5856,5.6,-2.1,1014.2,12.5,2.7,7.0,12.2,1.2,0
5857,15.3,10.1,1008.5,9.0,9.0,23.9,28.2,11.1,0
5858,-2.7,-17.7,1033.0,14.4,14.6,29.9,10.2,-7.8,1
5859,6.4,-6.5,1018.9,19.9,6.9,15.9,22.1,-6.9,0
5860,21.7,15.1,1012.0,14.7,3.0,11.8,32.0,15.3,0
5861,24.1,18.5,1015.3,9.9,4.9,11.8,30.2,19.2,0
5862,16.2,11.7,1022.4,4.1,7.3,9.9,24.3,12.2,0
5863,18.6,13.4,1026.0,3.5,7.3,15.0,21.2,17.2,0
5864,27.5,25.4,1010.9,2.9,7.5,14.0,32.0,22.1,1
5865,6.7,-4.0,1013.8,9.8,20.4,25.8,24.3,1.2,1
5866,6.6,-6.1,1022.4,16.8,7.0,14.0,13.1,3.2,0
5867,13.4,5.0,1021.9,15.6,11.4,29.9,26.2,6.3,1
5868,13.4,5.8,1026.0,14.5,5.6,15.9,34.0,4.1,0
5869,34.5,25.2,1004.4,16.6,7.1,15.0,42.1,29.1,0
5870,27.9,15.8,1024.7,18.8,6.1,14.0,37.9,18.1,0
5871,31.8,22.6,1018.9,15.5,7.5,12.8,37.9,24.3,1
5872,28.1,21.6,1019.4,5.7,8.7,12.8,36.7,23.2,0
5873,13.0,-1.4,1027.0,15.9,8.2,11.8,24.3,5.2,0
5874,17.8,7.1,1024.5,15.6,6.1,9.9,25.7,13.1,0
5875,23.1,14.8,1024.9,9.5,6.2,12.8,27.1,18.1,1
5876,4.1,-11.9,1033.5,14.9,12.9,15.9,19.2,-2.7,0
5877,-0.8,-12.3,1038.6,10.2,5.1,9.9,4.1,-5.8,0
5878,3.4,-8.0,1035.6,6.8,8.2,11.8,5.2,1.2,1
5879,1.5,-11.1,1033.5,15.2,3.1,10.9,14.2,-6.9,0
5880,11.4,2.7,1025.3,14.9,2.1,8.0,23.2,6.3,0
5881,14.5,4.9,1026.6,18.2,4.2,9.9,22.1,10.2,0
5882,7.4,-6.2,1031.1,19.9,8.0,15.9,15.3,-0.8,0
5883,6.8,-4.3,1023.4,17.1,4.3,9.9,16.2,0.1,0
5884,12.7,4.5,1024.9,14.5,1.6,5.8,24.3,5.2,0
5885,22.3,17.3,1029.3,8.2,2.6,9.9,30.2,19.2,0
5886,22.2,17.4,1024.4,12.8,3.7,9.9,34.0,12.2,0
5887,29.7,24.7,1007.4,9.1,5.0,9.9,39.0,25.2,0
5888,36.0,32.4,1007.0,10.1,2.4,8.9,39.0,33.1,0
5889,35.6,34.6,1014.0,1.2,3.5,7.0,37.9,34.0,0
5890,34.3,33.6,1013.0,0.6,1.4,5.8,36.0,33.1,0
5891,36.0,33.8,1016.3,2.6,2.2,7.0,50.0,34.0,0
5892,43.2,35.5,1018.7,13.3,1.4,5.8,54.0,35.1,0
5893,48.1,39.1,1013.1,16.8,4.9,14.0,57.9,39.9,0
5894,45.4,38.4,1016.1,19.1,2.7,8.0,61.0,32.0,0
5895,50.1,42.8,1014.3,17.6,2.7,9.9,73.0,39.0,0
5896,40.4,35.6,1015.1,9.4,10.3,15.9,64.9,32.0,0
5897,32.8,28.9,1022.9,8.6,10.7,19.8,35.1,30.2,1
5898,27.3,18.1,1039.2,15.3,7.2,15.9,32.0,24.3,0
5899,28.3,21.8,1036.3,15.3,3.7,9.9,36.0,22.1,0
5900,31.6,23.4,1027.8,14.9,5.2,10.9,43.0,24.3,0
5901,38.3,29.2,1025.1,17.4,5.8,11.8,50.0,32.0,0
5902,41.2,32.8,1024.2,14.0,3.2,14.0,57.9,30.2,0
5903,42.2,36.0,1010.2,12.2,6.3,15.0,57.9,33.1,1
5904,26.1,20.4,1016.4,8.9,8.8,11.8,30.2,23.2,1
5905,24.5,18.5,1012.5,4.1,9.7,14.0,27.1,22.1,1
5906,22.1,12.6,1024.3,15.7,9.7,11.8,27.1,17.2,0
5907,15.4,8.2,1023.0,17.7,5.3,19.8,30.2,3.2,0
5908,17.0,8.2,1026.3,18.4,5.5,15.0,28.2,8.2,0
5909,25.1,14.8,1022.2,16.8,10.2,22.9,34.0,19.2,0
5910,18.1,8.7,1028.1,18.2,5.7,10.9,30.2,9.1,0
5911,35.0,25.8,1012.7,15.1,4.6,8.0,60.1,25.2,0
5912,40.0,32.2,1014.6,13.2,8.0,17.9,55.9,33.1,1
5913,43.1,38.0,1002.0,9.8,10.7,22.0,63.0,37.0,0
5914,43.9,27.6,1013.7,17.2,8.0,24.9,57.9,35.1,0
5915,43.5,29.5,1018.1,17.7,4.1,14.0,57.0,37.0,0
5916,40.2,37.9,1008.3,3.7,7.7,11.8,44.1,37.9,1
5917,46.9,43.8,1000.8,4.4,6.2,11.8,51.1,43.0,1
5918,40.2,37.1,1013.8,5.0,3.6,9.9,51.1,32.0,0
5919,40.6,38.6,1019.4,2.2,4.7,11.8,44.1,39.0,0
5920,41.5,39.0,1009.3,5.2,11.4,16.9,43.0,39.9,1
5921,40.7,33.0,1006.4,16.7,7.1,19.8,45.0,37.9,1
5922,34.5,22.2,1017.9,19.1,11.8,16.9,39.9,29.1,0
5923,37.1,22.5,1023.3,19.3,4.2,8.0,50.0,26.2,0
5924,45.5,29.5,1012.1,19.9,7.9,23.9,59.0,37.0,0
5925,42.1,34.7,1009.8,14.4,4.5,15.9,55.0,37.0,1
5926,37.7,25.7,1022.3,15.3,11.8,19.8,42.1,32.0,1
5927,34.5,20.1,1026.9,19.9,3.0,15.9,45.0,25.2,0
5928,37.8,22.3,1028.7,19.9,8.0,11.8,46.0,30.2,0
5929,39.3,24.6,1025.9,19.1,8.2,15.0,51.1,30.2,0
5930,47.6,33.3,1013.4,16.9,11.9,19.8,59.0,43.0,0
5931,54.5,38.2,995.4,16.0,18.6,28.9,63.0,48.0,1
5932,52.7,25.0,1012.6,19.9,9.0,16.9,66.9,37.9,0
5933,55.6,27.8,1014.7,19.5,6.3,16.9,73.9,41.0,0
5934,69.9,52.5,991.9,15.8,14.5,29.9,82.9,62.1,0
5935,34.1,20.9,1003.1,12.3,25.8,37.9,48.0,26.2,1
5936,36.0,19.6,1017.0,19.9,9.5,15.0,44.1,26.2,0
5937,34.0,22.5,1014.1,14.2,12.6,17.9,43.0,28.2,1
5938,27.2,16.9,1027.1,15.7,4.2,15.9,36.0,17.2,0
5939,31.9,20.8,1019.8,16.8,9.4,14.0,37.0,28.2,0
5940,30.3,27.1,1015.4,6.3,6.3,15.9,34.0,29.1,1
5941,33.0,24.9,1016.3,10.2,7.5,15.9,50.0,24.3,0
5942,43.3,27.8,1018.0,17.4,8.5,15.9,53.1,33.1,0
5943,47.2,28.7,1012.5,18.2,4.8,11.8,71.1,32.0,0
5944,59.0,45.9,998.3,18.2,7.6,17.9,73.0,46.9,0
5945,57.1,42.2,1008.9,17.2,5.5,14.0,71.1,45.0,0
5946,59.6,39.7,1010.6,19.1,6.6,19.8,79.0,46.9,0
5947,67.5,51.1,1000.9,12.9,10.9,18.8,77.0,57.9,0
5948,58.4,51.8,1001.9,11.2,11.4,24.9,68.0,48.0,1
5949,49.3,35.1,1020.7,19.1,9.5,14.0,60.1,39.9,1
5950,53.7,34.3,1017.6,19.1,5.6,15.9,70.0,39.9,0
5951,56.2,42.3,1009.0,19.1,8.2,17.9,68.0,52.0,1
5952,46.0,23.5,1020.2,19.9,9.9,14.0,53.1,39.0,0
5953,44.6,21.6,1029.8,19.9,4.1,11.8,54.0,32.0,0
5954,44.4,32.6,1032.0,15.7,3.3,8.0,57.9,32.0,0
5955,52.7,31.3,1026.9,15.3,5.2,14.0,68.0,39.9,0
5956,56.5,38.2,1014.7,16.3,8.1,17.9,69.1,43.0,0
5957,58.6,43.7,1010.0,14.9,4.8,15.9,71.1,48.0,0
5958,57.1,41.5,1016.0,16.8,7.8,14.0,69.1,48.0,1
5959,53.8,32.0,1024.7,19.7,4.6,9.9,62.1,46.0,0
5960,47.8,37.0,1023.4,10.7,6.5,10.9,57.0,39.0,1
5961,48.6,42.6,1020.7,13.0,6.0,9.9,55.9,43.0,1
5962,55.5,49.0,1022.2,7.8,1.6,7.0,62.1,51.1,1
5963,55.8,46.6,1024.0,9.9,1.2,4.9,66.9,43.0,0
5964,59.7,49.3,1021.4,14.5,3.4,9.9,72.0,48.0,0
5965,67.2,56.4,1016.5,10.4,5.9,11.8,80.1,57.9,0
5966,73.3,63.6,1009.4,10.7,9.4,15.0,82.9,64.0,0
5967,61.1,54.9,1009.8,10.1,7.8,15.0,82.0,50.0,1
5968,50.0,44.3,1014.3,14.3,6.7,11.8,57.9,46.0,1
5969,56.7,44.9,1012.2,19.9,3.4,8.0,73.0,44.1,0
5970,63.0,51.8,1011.2,19.9,4.6,14.0,79.0,51.1,0
5971,68.9,54.8,1010.2,18.8,10.2,23.9,79.0,59.0,1
5972,71.6,57.5,1007.3,17.4,11.9,17.9,79.0,63.0,0
5973,67.9,61.2,1009.9,15.0,4.7,11.8,75.9,59.0,1
5974,65.3,61.8,1009.1,15.0,4.8,15.0,73.0,60.1,1
5975,65.1,63.6,1007.9,9.3,4.7,9.9,69.1,61.0,1
5976,63.7,61.6,1007.7,10.1,5.1,9.9,66.9,61.0,1
5977,59.3,55.9,1008.8,13.0,5.3,9.9,70.0,54.0,1
5978,64.2,57.9,1013.0,19.9,4.1,9.9,73.0,55.9,1
5979,62.4,58.2,1012.3,13.0,2.8,9.9,70.0,57.9,1
5980,65.3,58.0,1012.2,18.3,2.8,7.0,77.0,55.9,1
5981,70.0,60.5,1010.1,19.1,4.9,9.9,78.1,60.1,1
5982,67.5,62.4,1009.1,13.6,4.8,8.9,77.0,60.1,1
5983,58.2,55.0,1009.4,8.5,6.8,9.9,71.1,51.1,1
5984,54.7,48.3,1015.5,9.7,7.0,11.8,61.0,50.0,1
5985,59.2,53.2,1017.3,8.0,1.3,4.9,66.0,55.0,0
5986,60.4,55.7,1015.9,11.5,3.0,5.8,68.0,55.9,1
5987,61.7,59.2,1011.2,6.0,5.2,8.0,66.9,59.0,1
5988,62.2,59.5,1004.1,5.5,3.6,10.9,69.1,59.0,1
5989,61.7,56.3,1006.4,10.4,1.6,4.9,73.9,53.1,1
5990,65.9,60.3,1006.5,14.1,3.2,9.9,73.0,59.0,1
5991,68.8,63.7,1003.9,12.9,3.9,8.0,77.0,61.0,1
5992,67.1,62.7,1007.0,12.8,3.4,11.8,75.9,62.1,1
5993,58.9,46.3,1012.6,18.2,10.7,15.9,66.9,54.0,0
5994,56.4,42.4,1016.0,19.9,4.1,17.9,68.0,46.0,0
5995,60.1,50.1,1014.3,18.2,2.8,9.9,66.9,55.9,0
5996,56.0,47.9,1018.2,16.9,4.2,9.9,64.0,50.0,0
5997,59.2,48.4,1017.3,16.6,3.3,5.8,66.0,51.1,0
5998,61.6,53.0,1015.4,9.5,5.0,11.8,71.1,53.1,0
5999,70.1,62.9,1008.0,5.9,10.6,15.0,88.0,64.0,0
6000,71.2,51.3,1012.7,16.6,3.0,9.9,86.0,61.0,0
6001,65.4,55.1,1011.7,17.8,7.2,18.8,79.0,60.1,1
6002,64.3,56.5,1011.6,13.5,9.3,17.9,68.0,61.0,1
6003,63.2,45.6,1019.6,19.9,3.2,10.9,78.1,51.1,0
6004,66.9,52.8,1017.4,19.9,2.2,9.9,73.9,59.0,0
6005,64.3,56.6,1015.9,13.5,3.2,11.8,77.0,55.0,0
6006,67.3,56.8,1017.5,17.8,2.8,9.9,80.1,57.9,1
6007,68.4,62.4,1011.7,10.2,7.3,15.9,75.0,64.0,1
6008,66.8,64.8,1005.6,6.5,6.5,11.8,75.0,64.0,1
6009,63.6,53.4,1013.3,16.2,3.4,9.9,75.0,52.0,1
6010,65.7,57.3,1010.1,19.9,1.9,3.9,75.0,57.9,0
6011,66.9,59.9,1011.5,13.8,5.1,9.9,75.0,62.1,1
6012,63.8,52.2,1016.5,17.2,5.2,9.9,73.0,53.1,0
6013,69.5,52.9,1011.9,16.9,4.4,11.8,82.0,59.0,0
6014,70.2,52.2,1012.6,18.2,1.8,8.9,82.0,57.0,0
6015,70.4,52.3,1014.5,19.3,3.0,5.8,79.0,60.1,0
6016,70.3,54.4,1016.7,17.0,4.8,11.8,82.0,60.1,0
6017,74.9,64.3,1014.6,15.9,5.2,9.9,87.1,64.9,0
6018,72.9,64.0,1014.3,15.3,5.7,8.9,84.0,66.0,0
6019,70.7,64.3,1015.0,9.4,3.7,8.0,81.0,64.0,0
6020,74.4,67.6,1012.0,4.1,5.6,9.9,82.0,68.0,0
6021,74.2,69.6,1010.6,4.4,0.8,3.9,84.9,66.0,1
6022,78.6,69.5,1009.2,10.7,3.9,14.0,87.1,72.0,0
6023,67.6,62.9,1015.6,14.2,7.6,11.8,75.0,62.1,1
6024,66.2,63.8,1017.2,10.9,5.3,9.9,73.9,63.0,1
6025,73.0,70.4,1011.8,9.6,3.1,8.9,84.9,68.0,1
6026,81.0,75.4,1009.0,13.0,1.1,4.9,91.9,71.1,0
6027,85.2,74.2,1009.2,18.5,4.2,11.8,96.1,75.0,0
6028,84.0,72.8,1006.5,19.9,10.6,17.9,91.9,75.9,0
6029,77.4,70.7,1005.2,15.5,10.7,17.9,87.1,66.9,1
6030,73.3,59.8,1015.0,19.9,5.8,14.0,86.0,62.1,0
6031,75.9,64.0,1017.0,19.9,4.4,11.8,82.9,68.0,0
6032,77.8,66.8,1011.5,18.1,7.1,14.0,88.0,69.1,0
6033,71.1,66.0,1009.9,15.1,6.7,14.0,86.0,66.0,1
6034,71.5,63.0,1013.6,19.1,5.2,9.9,82.0,63.0,1
6035,75.8,64.1,1015.5,19.5,3.3,7.0,88.0,64.9,0
6036,75.6,67.6,1016.0,19.9,1.9,5.8,86.0,64.9,0
6037,74.2,68.9,1013.2,16.1,4.0,9.9,84.9,66.9,0
6038,76.2,71.5,1010.5,16.1,6.8,14.0,84.9,70.0,1
6039,80.4,73.6,1008.1,19.3,8.2,17.9,91.9,73.9,1
6040,83.8,75.0,1007.0,19.9,8.1,11.8,91.0,77.0,0
6041,75.4,71.6,1008.9,16.2,4.2,10.9,82.9,69.1,1
6042,78.1,71.8,1009.7,17.1,5.6,11.8,87.1,66.9,1
6043,82.8,75.7,1010.9,16.1,4.3,8.9,93.0,75.0,0
6044,79.9,70.4,1013.8,18.4,6.1,15.0,91.0,68.0,1
6045,78.4,70.5,1018.1,19.5,3.2,8.0,86.0,71.1,0
6046,77.6,69.6,1019.4,17.2,3.8,8.9,84.9,69.1,0
6047,76.9,68.1,1017.5,14.7,5.2,10.9,87.1,68.0,0
6048,78.6,69.6,1016.4,10.4,5.0,9.9,91.0,68.0,0
6049,79.4,69.6,1017.2,6.2,3.3,9.9,90.0,70.0,0
6050,76.0,70.6,1017.4,6.8,5.0,9.9,87.1,72.0,1
6051,74.4,64.5,1019.0,15.2,3.0,8.0,82.0,66.9,0
6052,73.9,65.3,1017.4,16.6,2.2,7.0,81.0,66.9,0
6053,73.0,60.4,1018.0,15.0,3.9,9.9,82.9,61.0,0
6054,74.5,62.3,1017.2,15.4,3.1,8.9,91.0,61.0,0
6055,81.4,64.3,1012.7,14.9,4.4,10.9,93.9,69.1,0
6056,82.4,69.3,1010.1,14.7,5.7,12.8,96.1,70.0,0
6057,86.6,71.5,1008.1,14.9,6.9,11.8,100.0,75.0,0
6058,85.5,71.9,1009.3,14.9,6.0,9.9,96.1,77.0,0
6059,77.6,73.6,1015.3,15.6,4.2,14.0,90.0,71.1,1
6060,76.9,73.3,1018.4,12.0,4.5,7.0,82.0,71.1,0
6061,76.7,72.0,1018.2,5.5,3.3,5.8,84.0,72.0,0
6062,76.7,65.7,1017.5,11.6,3.8,12.8,84.0,68.0,0
6063,66.2,59.3,1018.9,16.1,2.2,8.9,81.0,60.1,1
6064,58.5,55.0,1021.8,11.5,4.0,8.0,66.9,55.0,1
6065,62.6,54.8,1022.6,17.2,3.2,9.9,72.0,53.1,0
6066,63.7,59.5,1018.6,13.6,6.7,14.0,71.1,60.1,1
6067,68.5,66.8,1014.8,8.3,5.1,21.0,77.0,64.0,1
6068,69.3,67.5,1014.5,6.9,5.1,14.0,75.0,66.9,1
6069,70.7,69.7,1013.1,5.5,3.3,7.0,75.0,68.7,1
6070,73.0,69.9,1018.4,4.1,3.8,7.0,81.0,68.0,0
6071,73.7,71.1,1021.6,4.4,1.2,4.9,81.0,64.9,0
6072,75.6,70.5,1019.4,3.1,2.9,8.9,82.9,66.9,0
6073,78.5,72.0,1015.9,4.3,4.9,8.9,91.0,70.0,0
6074,77.9,71.2,1019.4,8.5,3.5,10.9,88.0,73.0,0
6075,71.0,62.1,1023.2,15.8,1.7,5.8,81.0,60.1,0
6076,75.6,67.0,1013.5,17.9,5.0,11.8,88.0,68.0,1
6077,74.4,68.1,1013.0,16.4,1.8,5.8,82.9,68.0,0
6078,72.4,66.4,1012.6,15.3,6.3,15.9,80.1,69.1,1
6079,68.6,58.2,1018.8,19.3,3.8,9.9,79.0,57.9,0
6080,68.4,62.9,1013.0,17.6,4.7,9.9,75.9,63.0,0
6081,67.9,60.6,1015.3,15.2,5.8,10.9,73.0,62.1,0
